,AS51 Index,,BHP AT Equity,,,,,CSL AT Equity,,,,,RIO AT Equity,,,,,CBA AT Equity,,,,,WOW AT Equity,,,,,WES AT Equity,,,,,TLS AT Equity,,,,,AMC AT Equity,,,,,BXB AT Equity,,,,,FPH AT Equity,,,,
23/3/16,-0.4308,5142.266,-1.676,17.6,17.6326,9844249,87946.7141,-0.2665,100.63,100.7456,1089181,46320.3901,0,43.86,43.7796,1928232,69238.423,-0.273,76.7,76.587,2729654,130968.6768,1.4046,22.38,22.3328,4095405,28443.5731,0.6703,30.2317,30.1591,1742408,47353.8129,-0.3802,5.24,5.2379,18160460,64062.4388,0.9246,14.19,14.1566,1709217,16434.0241,0.2479,12.13,12.0927,2288996,19153.4595,0.3628,8.3,8.2876,245673,4679.7137
24/3/16,-1.1273,5084.207,-3.4091,17,16.9293,21322558,85535.6257,1.5602,102.2,102.0041,1601680,47043.0673,-3.5568,42.3,42.4812,5614831,68076.7334,-2.4511,74.82,74.9149,8965297,127758.4928,0.3128,22.45,22.4177,5398082,28532.5387,0.0951,30.2605,30.2617,4417169,47398.8581,0.1908,5.25,5.2442,41463358,64184.6953,1.8323,14.45,14.4329,2618361,16735.1409,1.0717,12.26,12.3063,3550987,19358.7316,3.8554,8.62,8.5675,289402,4860.1364
25/3/16,-1.1273,5084.207,-3.4091,17,16.9293,21322558,85535.6257,1.5602,102.2,102.0041,1601680,47043.0673,-3.5568,42.3,42.4812,5614831,68076.7334,-2.4511,74.82,74.9149,8965297,127758.4928,0.3128,22.45,22.4177,5398082,28532.5387,0.0951,30.2605,30.2617,4417169,47398.8581,0.1908,5.25,5.2442,41463358,64184.6953,1.8323,14.45,14.4329,2618361,16735.1409,1.0717,12.26,12.3063,3550987,19358.7316,3.8554,8.62,8.5675,289402,4860.1364
28/3/16,-1.1273,5084.207,-3.4091,17,16.9293,21322558,85535.6257,1.5602,102.2,102.0041,1601680,47043.0673,-3.5568,42.3,42.4812,5614831,68076.7334,-2.4511,74.82,74.9149,8965297,127758.4928,0.3128,22.45,22.4177,5398082,28532.5387,0.0951,30.2605,30.2617,4417169,47398.8581,0.1908,5.25,5.2442,41463358,64184.6953,1.8323,14.45,14.4329,2618361,16735.1409,1.0717,12.26,12.3063,3550987,19358.7316,3.8554,8.62,8.5675,289402,4860.1364
29/3/16,-1.5674,5004.516,-1.7059,16.71,16.8911,7510408,83562.7136,-3.5519,98.57,99.7344,1110031,45372.1639,-0.3783,42.14,42.4976,1290458,66222.1939,-2.2721,73.12,73.3906,2545930,124855.6668,-2.5835,21.87,22.0367,3332918,27795.3951,-1.2117,29.8938,30.1138,2018271,46824.5313,-0.1905,5.24,5.2367,19528626,64062.4388,-0.4844,14.38,14.4106,2458042,16654.071,-2.3654,11.97,12.0645,2261217,18900.8419,-0.232,8.6,8.6183,177036,4848.9245
30/3/16,0.117,5010.268,-0.5386,16.62,16.6843,9845036,84845.4813,1.816,100.36,100.0072,1229045,46196.108,-0.356,41.99,42.1912,1806470,68744.3332,0.2598,73.31,73.3636,2249949,125180.1003,0,21.87,21.8901,3134942,27795.3951,-0.7456,29.6709,29.733,2262079,46475.4306,-0.3817,5.22,5.2218,21212063,63817.9256,-1.0431,14.23,14.2316,3396608,16480.3498,1.0025,12.09,12.1159,3133620,19090.324,1.3953,8.72,8.6816,175365,4916.5839
31/3/16,1.4536,5082.785,1.444,16.86,17.0258,10837312,85155.9464,1.0761,101.44,101.3599,1670935,46693.2363,1.6671,42.69,42.9915,1867245,68537.2902,2.1962,74.92,74.7145,3039143,128498.4545,1.0517,22.1,22.1258,2680054,28087.7107,0.4362,29.8003,29.8806,2163660,46678.1342,2.1073,5.33,5.3084,26013285,65162.7478,0.8433,14.35,14.3186,2803279,16619.3267,0.2481,12.12,12.116,3696634,19144.9041,1.9495,8.89,8.8943,347987,5012.5487
1/4/16,-1.6408,4999.385,0.6524,16.97,16.9313,7957710,84723.5047,-0.4338,101,100.7256,1004335,46490.7025,1.0541,43.14,42.9061,2312428,67797.6772,-2.5761,72.99,73.2278,2904635,125188.23,-1.7647,21.71,21.751,3093861,27592.0452,-1.8094,29.2611,29.243,2526287,45833.5359,-1.3133,5.26,5.2553,18223933,64306.9519,-1.324,14.16,14.1375,2101387,16399.2799,-0.8251,12.02,12.0113,2238478,18986.9428,-1.0124,8.8,8.8858,509071,4961.803
4/4/16,-0.0813,4995.319,-2.6517,16.52,16.5962,6501513,83492.9878,0.3069,101.31,101.8826,583696,46633.3968,-0.7418,42.82,43.0338,1278926,69025.27,-0.0959,72.92,73.3759,1953640,125068.1701,-0.2303,21.66,21.7511,1455259,27528.4983,0.3931,29.3762,29.5321,1032885,46013.7169,0,5.26,5.2978,14831066,64306.9519,0.565,14.24,14.2741,1785832,16491.9312,0.7488,12.11,12.1834,2092826,19129.108,0.3409,8.83,8.878,448557,4978.7182
5/4/16,-1.4097,4924.385,-3.2688,15.98,16.0404,11075400,80518.6982,-1.8952,99.39,99.8687,1142796,45508.0749,-2.0084,41.96,42.0648,1914002,67684.2276,-2.2902,71.25,71.5315,4361540,122203.8826,-1.385,21.36,21.4148,4292634,27147.2172,-0.8811,29.1173,29.0509,2318779,45608.3097,0,5.26,5.247,26014152,64306.9519,3.3006,14.71,14.6706,5858388,17036.2576,-0.4955,12.05,12.0833,2707469,19034.3312,-2.3783,8.62,8.6755,512757,4860.3358
6/4/16,0.4407,4945.912,1.0013,16.14,16.1522,8715597,80611.5652,0.9659,100.35,100.0301,866662,45947.6338,0.9056,42.34,42.5121,1610913,67425.8543,-0.1404,71.15,71.1709,2732316,122032.3684,-0.0936,21.34,21.342,3623673,27121.7984,0,29.1173,29.0788,2277664,45608.3097,-0.7605,5.22,5.224,20186062,63817.9256,-0.4759,14.64,14.6741,2744565,16955.1877,0.4979,12.11,12.1003,2732306,19129.108,2.3202,8.82,8.7922,308074,4973.1046
7/4/16,0.3791,4964.079,1.5489,16.39,16.2593,12092237,81426.309,1.0862,101.44,101.2164,807930,46446.7162,1.488,42.97,42.8746,2082201,67629.1496,-0.2249,70.99,71.2337,2312789,121757.9456,-0.0469,21.33,21.3029,1683602,27109.0891,-0.0988,29.0886,29.0616,1484805,45563.2644,-0.7663,5.18,5.1568,21982834,63328.8994,-0.1366,14.62,14.6107,2543530,16932.0249,-0.2477,12.08,12.0674,1645133,19081.7196,0.3401,8.85,8.8496,253417,4990.0685
8/4/16,-0.5331,4937.617,-1.2813,16.18,16.1175,8164098,81942.7671,-0.1873,101.25,101.616,554328,46359.7202,0.6749,43.26,43.0706,2128064,69360.144,-0.324,70.76,70.5252,3270663,121363.4629,-0.8908,21.14,21.1484,2543145,27032.9582,-0.3213,28.9951,28.9903,1414381,45416.8674,-0.3861,5.16,5.1484,10150955,63084.3863,-0.2052,14.59,14.5749,1939376,16897.2806,-0.1656,12.06,12.0734,1453999,19050.1273,-0.678,8.79,8.8091,115548,4956.2375
11/4/16,-0.1219,4931.532,2.2868,16.55,16.4662,6306573,83907.3237,-1.0469,100.19,100.2826,680556,45874.3739,2.3578,44.28,44.0652,2125304,71029.8309,-0.0848,70.7,70.6714,2349021,121260.5544,-1.5137,20.82,20.8215,3620293,26623.7554,-0.7687,28.7723,28.7588,1481917,45067.7668,-0.1938,5.15,5.1513,16995978,62962.1297,-0.4112,14.53,14.5067,1702655,16827.7921,-0.6633,11.98,11.9633,1319946,18923.7686,0.1138,8.8,8.7957,96973,4961.9496
12/4/16,0.8945,4975.646,2.1148,16.9,16.8706,7532335,86018.099,-0.1896,100,100.1885,731801,45787.3779,2.3713,45.33,45.2939,2298687,72555.4487,2.1499,72.22,71.5291,2033939,123867.5705,-0.3842,20.74,20.7789,3359041,26521.4548,-1.2244,28.42,28.4376,2253016,44515.9625,0.1942,5.16,5.1397,17792171,63084.3863,0.5506,14.61,14.5699,1711127,16920.4434,-0.1669,11.96,11.9558,1414663,18892.1763,0,8.8,8.7817,171584,4961.9673
13/4/16,1.5879,5054.655,6.0355,17.92,17.7231,15559315,92198.6957,0.59,100.59,100.1854,685487,46057.5235,4.5224,47.38,47.1517,4112773,77462.8247,2.0908,73.73,73.2613,2815308,126457.4353,1.2054,20.99,20.9497,2905650,26841.1444,0.683,28.6141,28.5772,2219803,44820.0179,0,5.16,5.1639,18529785,63084.3863,2.2587,14.94,14.8471,3481390,17302.6301,0.4181,12.01,11.9765,2199580,18971.8387,0.3409,8.83,8.8065,421078,4978.9052
14/4/16,1.2655,5118.622,5.3013,18.87,18.7911,21751111,95462.9359,-0.6561,99.93,99.7323,994682,45755.3268,2.5749,48.6,48.7328,4398147,77261.5597,1.3292,74.71,74.5927,3222694,128138.2747,4.1925,21.87,21.646,5057970,27966.452,2.3618,29.2899,29.0016,2119907,45878.5812,0,5.16,5.1557,16749002,63084.3863,-0.6693,14.84,14.8044,4963183,17186.8159,0.0833,12.02,11.9734,1818363,19062.5711,-1.1325,8.73,8.7604,174059,4922.536
15/4/16,0.7593,5157.486,2.1728,19.28,19.0592,15596840,96917.6293,1.6512,101.58,101.1812,1211754,46510.8185,-0.823,48.2,47.7955,2621478,76917.3778,0.3882,75,74.7617,2341707,128635.6659,1.4632,22.19,22.0643,4152431,28375.6548,2.16,29.9226,29.7381,2146621,46869.5765,1.5504,5.24,5.2244,27264094,64062.4388,-0.5391,14.76,14.6914,5807462,17094.1646,0.416,12.07,12.0223,2972161,19141.8663,1.8328,8.89,8.8319,233503,5012.7543
18/4/16,-0.3938,5137.055,-3.0083,18.7,18.6706,14866333,95667.7514,1.7622,103.37,103.0678,797661,47330.4126,-1.556,47.45,47.5501,1907910,77521.3277,-1.0933,74.18,74.4135,2220565,127229.2493,0,22.19,22.1879,2457925,28375.6548,-1.1773,29.5703,29.5512,2047501,46317.7723,1.7176,5.33,5.3234,30551094,65162.7478,1.9648,15.05,14.958,2906440,17430.0256,2.4027,12.36,12.2594,2897146,19601.7786,-0.6749,8.83,8.8528,323389,4978.9327
19/4/16,1.0075,5188.813,5.1872,19.67,19.5673,15679770,100717.8235,0.1258,103.5,103.6272,1140009,47389.9362,3.8778,49.29,49.042,3242915,80037.1426,0.701,74.7,75.0173,3916364,128121.1232,-0.2253,22.14,22.2427,2529507,28311.7169,-0.7537,29.3474,29.4702,2241864,45968.6716,1.1257,5.39,5.3919,25325789,65896.2872,2.3256,15.4,15.3439,5236892,17835.375,0.4045,12.41,12.4484,3633155,19681.5919,-0.6795,8.77,8.8175,209570,4945.1286
20/4/16,0.523,5215.953,3.4062,20.34,20.2583,19345056,104081.9361,0.7246,104.25,104.1582,1293280,47733.3415,4.0779,51.3,51.2856,4554626,83099.8697,-0.2008,74.55,74.4868,2357210,127863.8519,-0.6323,22,22.0429,2520925,28132.6907,0.5879,29.52,29.4768,2148519,46238.9431,0.5566,5.42,5.4259,21778212,66263.0569,1.1039,15.57,15.6247,3873975,18032.259,0.8058,12.51,12.5255,2653644,19840.1865,0.4561,8.81,8.8234,229249,4967.6834
21/4/16,1.0904,5272.713,3.4907,21.05,21.0704,18382543,106137.1178,0.7194,105,105.0566,1569277,48076.7468,2.4366,52.55,52.4836,2541684,83359.2362,1.2475,75.48,75.2636,3324504,129458.9342,-1.0455,21.77,21.8236,4887749,27838.5762,2.7764,30.3396,30.0802,4347594,47522.7326,0,5.42,5.439,21260421,66263.0569,-1.6699,15.31,15.3117,5216851,17731.1423,1.199,12.66,12.6333,3273144,20078.0785,-2.4972,8.59,8.6115,307941,4843.6322
22/4/16,-0.6893,5236.366,-3.2779,20.36,20.504,10788952,104345.0941,-0.3333,104.65,104.8423,913529,47916.491,-2.9496,51,51.5264,3749111,81588.5646,-0.5829,75.04,75.135,2164070,128704.2716,-0.2297,21.72,21.7576,2407679,27774.6382,-0.9005,30.0664,30.1114,1722544,47094.8027,-0.369,5.4,5.3857,15456854,66018.5437,-1.1757,15.13,15.1124,3280009,17522.6769,-1.1848,12.51,12.6461,4042954,19840.1865,-2.2119,8.4,8.4621,411290,4736.4972
25/4/16,-0.6893,5236.366,-3.2779,20.36,20.504,10788952,104345.0941,-0.3333,104.65,104.8423,913529,47916.491,-2.9496,51,51.5264,3749111,81588.5646,-0.5829,75.04,75.135,2164070,128704.2716,-0.2297,21.72,21.7576,2407679,27774.6382,-0.9005,30.0664,30.1114,1722544,47094.8027,-0.369,5.4,5.3857,15456854,66018.5437,-1.1757,15.13,15.1124,3280009,17522.6769,-1.1848,12.51,12.6461,4042954,19840.1865,-2.2119,8.4,8.4621,411290,4736.4972
26/4/16,-0.3002,5220.644,-2.947,19.76,19.8385,11535442,100343.239,-0.258,104.38,104.5135,857677,47772.9466,-3.0588,49.44,49.5557,3988924,78503.5051,0.7729,75.62,75.523,2401173,129699.0541,-1.0129,21.5,21.6089,2741797,27493.3113,0.8608,30.3252,30.3027,3883379,47500.2099,0.3704,5.42,5.3966,22400340,66263.0569,0.0661,15.14,15.087,3634302,17534.2583,0.4796,12.57,12.5552,3447407,19935.3433,0.2381,8.42,8.42,418639,4747.808
27/4/16,-0.6309,5187.706,-0.5567,19.65,19.7864,9443486,100583.1639,-0.3066,104.06,104.3574,820354,47626.4881,-2.0631,48.42,48.8011,3634338,79389.7099,-2.4597,73.76,74.753,3288270,126508.8896,-1.1163,21.26,21.4282,2510848,27186.4093,0.1422,30.3683,30.4337,3038220,47567.7778,-0.738,5.38,5.4088,20917633,65774.0306,0.5284,15.22,15.2294,3684085,17626.9096,-0.9547,12.45,12.5303,2900843,19745.0298,-2.3753,8.22,8.2039,1175894,4635.0334
28/4/16,0.7422,5225.428,4.6819,20.57,20.4066,11634789,104231.2247,-0.1153,103.94,103.862,1015667,47571.5661,3.862,50.29,49.9155,3655260,82545.2996,0.122,73.85,73.9304,3085777,126663.2523,3.6218,22.03,21.9925,4516541,28171.0534,1.0417,30.6847,30.5894,2303885,48063.2755,0,5.38,5.3809,23637047,65774.0306,1.3141,15.42,15.401,5234345,17858.5378,0.241,12.48,12.4817,2677902,19792.6082,1.8248,8.37,8.3983,787805,4719.6143
29/4/16,0.5127,5252.217,0.5348,20.68,20.4569,19944952,104309.6268,1.193,105.18,104.7557,2494118,48139.093,2.5055,51.55,50.884,7897722,82692.776,0.0542,73.89,73.9595,4300511,126731.858,0.3631,22.11,22.0759,5558665,28273.3541,0.2109,30.7494,30.6364,2422441,48164.6273,-0.3717,5.36,5.3773,28179511,65529.5175,-0.1297,15.4,15.3604,7314951,17835.375,0,12.48,12.4693,2531354,19792.6082,-0.3584,8.34,8.3566,323254,4702.6982
2/5/16,-0.1761,5242.969,1.1605,20.92,20.747,6594143,105080.4327,0.7796,106,105.4713,658466,48514.393,1.6489,52.4,51.8743,1726824,83053.3395,-2.0977,72.34,72.0567,2968523,124073.3876,0.6332,22.25,22.1583,2242403,28452.3803,0.4442,30.886,30.7067,1319205,48378.5922,2.7985,5.51,5.4671,26426996,67363.3659,-0.5195,15.32,15.3474,3222870,17742.7237,0.1603,12.5,12.4243,3175432,19824.3271,0.8393,8.41,8.407,422665,4742.1692
3/5/16,2.1147,5353.84,-0.9082,20.73,20.562,10725479,102472.7968,3.2547,109.45,108.1723,1327697,50093.3992,-1.2405,51.75,51.6895,2559889,79482.394,3.7047,75.02,73.9487,3868830,128669.9687,0.0899,22.27,21.942,6246697,28477.9555,1.094,31.2239,30.8651,2561808,48907.8738,2.3593,5.64,5.5631,42219945,68952.7012,2.7415,15.74,15.6172,2633425,18229.143,1.76,12.72,12.6776,3879006,20173.4185,1.6647,8.55,8.4802,557078,4821.1537
4/5/16,-1.5447,5271.137,-9.3584,18.79,19.0305,20447601,94177.6547,1.7542,111.37,111.0875,1077748,50972.1505,-7.5362,47.85,48.505,4902324,76436.8692,-0.5465,74.61,74.6296,2441957,127966.7604,-7.0049,20.71,21.0064,8429865,26483.092,-1.5657,30.735,30.8677,2648903,48142.1047,-0.3546,5.62,5.6183,25193328,68708.1881,-0.1271,15.72,15.7541,3978294,18205.9802,-0.8648,12.61,12.705,3495025,19998.9628,-0.5848,8.5,8.5083,1232307,4792.9598
5/5/16,0.1573,5279.056,-1.9159,18.43,18.3939,19541336,93213.4858,-1.5624,109.63,109.4309,862929,50175.7821,0.4389,48.06,47.9889,3853283,76749.8563,0.3217,74.85,74.7912,3250863,128378.3946,1.014,20.92,20.9504,2816731,26751.6313,-1.6374,30.2317,30.2854,2556663,47353.8129,-1.0676,5.56,5.5791,20145961,67974.6487,0.1908,15.75,15.6551,3202283,18240.7245,1.1895,12.76,12.7217,3224422,20236.8569,1.5294,8.63,8.6019,520997,4866.2639
6/5/16,0.2461,5292.046,0.1628,18.46,18.5523,14786577,94291.7857,-0.4378,109.15,108.9894,1203320,49956.0943,-0.645,47.75,47.7674,2753941,77824.1428,-0.668,74.35,74.085,3800504,127520.8235,1.3862,21.21,21.0348,3203668,27122.4713,1.2128,30.5984,30.2957,2306250,47928.1398,0.7194,5.6,5.5451,20864922,68463.675,1.6508,16.01,15.8572,4243600,18541.8412,2.2727,13.05,12.9131,4959641,20696.7855,1.3905,8.75,8.6911,316037,4933.9751
9/5/16,0.782,5320.697,-0.2709,18.41,18.4348,8882121,92077.1618,0.7787,110,109.478,967935,50345.1248,-2.1152,46.74,46.924,2944635,72957.9958,1.9233,75.78,75.1993,3557188,129973.4768,1.4616,21.52,21.4559,2508035,27518.8865,1.4098,31.0297,30.8007,1713666,48603.8184,0.5357,5.63,5.5983,15139118,68830.4447,-0.812,15.88,15.8528,3225247,18391.2828,0.3065,13.09,13.0343,3379598,20760.2239,0.8,8.82,8.7918,448679,4973.4469
10/5/16,0.4152,5342.787,-3.1505,17.83,17.6261,14681996,91073.2407,-0.1636,109.82,109.8099,1114998,50262.7419,-2.8669,45.4,44.9119,4201760,73308.8711,2.9295,78,77.2556,6650553,133781.0925,0.4647,21.62,21.6213,3358801,27646.7624,-0.0232,31.0226,31.0915,3115814,48592.5571,0.8881,5.68,5.6578,22476170,69441.7275,0.8816,16.02,15.9611,3710128,18553.4226,0.1528,13.11,13.0737,3299221,20791.9431,0.3401,8.85,8.8044,1672513,4990.3634
11/5/16,0.5523,5372.293,4.0381,18.55,18.4734,11026822,94167.4025,0.1821,110.02,110.1705,878932,50354.2785,1.3436,46.01,45.935,2820031,74204.2342,-0.0128,77.99,78.2273,3550798,133763.9411,5.4579,22.8,22.4404,11161772,29155.6976,0.0232,31.0297,31.098,2446258,48603.8184,0.5282,5.71,5.7239,23028389,69808.4972,0.3121,16.07,16.1028,4195100,18611.3297,-0.2288,13.08,13.1411,4323490,20744.3643,1.0169,8.94,8.9309,544713,5041.1129
12/5/16,0.0765,5359.302,0.2156,18.59,18.5711,7977707,93346.7539,0.509,110.58,110.571,769531,50610.5809,-0.2391,45.9,46.1473,2026357,72979.4699,0.3206,78.24,78.0647,3738026,134192.7267,1.0965,23.05,22.9059,5202831,29475.3873,-0.6024,30.8428,30.7452,2170265,48311.0243,0.8757,5.76,5.7364,18932218,70419.78,-0.3111,16.02,16.0465,2444647,18553.4226,-1.2997,12.91,12.9396,3661028,20474.751,1.4541,9.07,9.0422,396194,5114.4177
13/5/16,-0.5656,5328.989,-2.0979,18.2,18.1729,8889319,92755.9235,0.2442,110.85,111.0331,696423,50734.1553,-2.7233,44.65,44.723,2754634,73016.8577,-1.0864,77.39,77.4906,3048547,132734.8558,-2.9501,22.37,22.4275,4215172,28605.8314,-0.8858,30.5696,30.6478,1951877,47883.0945,-1.3889,5.68,5.7101,22778589,69441.7275,1.6854,16.29,16.3274,3534651,18866.1207,0.9295,13.03,13.0299,2799979,20665.0662,-1.323,8.95,8.9558,351457,5046.7517
16/5/16,0.5622,5358.946,1.978,18.56,18.396,5944697,94632.8607,1.8945,112.95,113.0301,752464,51695.2895,1.2542,45.21,44.8809,1667349,73803.0328,0.7882,78,77.7808,2483761,133781.0925,0.4023,22.46,22.5301,1887601,28720.9197,0.8702,30.8356,30.8365,1278229,48299.763,0.5282,5.71,5.7015,17617424,69808.4972,-0.4297,16.22,16.2276,3132331,18785.0508,-0.4605,12.97,13.0151,2327185,20569.9086,0.1117,8.96,8.9398,353517,5052.4015
17/5/16,1.0229,5395.874,3.5022,19.21,19.1159,10068571,97546.2676,0.0443,113,112.8505,645810,51718.1737,1.4599,45.87,45.8048,2401818,74578.0982,0.8974,78.7,78.5203,2116261,134981.6921,1.2021,22.73,22.7473,2576257,29066.1845,0.9326,31.1232,31.0666,1512371,48750.2155,1.2259,5.78,5.7619,21002595,70664.2931,-0.0617,16.21,16.2437,3136790,18773.4694,0.6168,13.05,13.0258,2051486,20696.7855,3.4598,9.27,9.1683,360276,5227.2056
18/5/16,-0.7342,5356.162,1.1452,19.43,19.4566,11436179,98086.312,0.8053,113.91,113.9401,1134404,52134.6652,-0.109,45.82,45.7499,2178815,74356.0237,-1.3723,77.62,77.8763,2963445,133129.3385,-1.6278,22.36,22.4025,3367125,28593.0438,-1.0164,30.8069,30.8357,1654795,48254.7178,-1.0381,5.72,5.7469,24998639,69930.7538,-1.1721,16.02,16.0411,3638924,18553.4226,-2.9885,12.66,12.7626,4549262,20078.2608,1.1866,9.38,9.2989,433219,5289.2328
19/5/16,-0.6054,5323.342,-3.7056,18.71,18.7292,12554160,94929.7859,0.2809,114.23,114.1836,788619,52284.9758,-3.3392,44.29,44.4131,3186980,72793.1359,0.1804,77.76,77.9711,2549139,133369.4584,-0.8497,22.17,22.1993,2742124,28350.0796,-0.8635,30.5409,30.653,1910221,47838.0493,-1.3986,5.64,5.6575,27512456,68952.7012,1.8727,16.32,16.2409,5042485,18900.865,0.4739,12.72,12.753,4136030,20173.4185,-0.7463,9.31,9.3309,291592,5249.9172
20/5/16,0.5253,5351.306,0.7483,18.85,18.9252,5521479,95260.1975,-0.3152,113.87,113.7759,594589,52096.2443,1.6934,45.04,45.073,1881864,73075.2285,0.463,78.12,77.984,1820366,133986.9096,0.406,22.26,22.2509,1211184,28465.1679,0.8945,30.8141,30.7849,1073060,48265.9791,0.3546,5.66,5.6746,15583254,69197.2144,-0.7966,16.19,16.1463,2845664,18750.3066,0.7862,12.82,12.8061,2385689,20332.0145,0.8593,9.39,9.3658,131719,5295.1754
23/5/16,-0.5933,5318.943,-2.5464,18.37,18.4583,8769923,93383.3896,-0.6147,113.17,113.5578,822117,51775.9899,-2.3091,44,44.1582,2071495,72306.6504,-0.2048,77.96,78.0973,2494097,133712.4868,-0.3594,22.18,22.2339,1681801,28362.8672,-0.3266,30.7134,30.7766,1515215,48108.3207,0,5.66,5.6524,15652530,69197.2144,0,16.19,16.1727,2721721,18750.3066,-0.702,12.73,12.8023,2379957,20189.2781,0.426,9.43,9.4244,165061,5318.0935
24/5/16,-0.4394,5295.571,0.0544,18.38,18.496,6713063,94149.7721,0.0795,113.26,113.3766,631420,51817.1655,0.4545,44.2,44.2997,2220181,73713.4446,-0.5131,77.56,77.8311,1814339,133026.43,-0.8566,21.99,22.0429,2081307,28119.9031,-1.7556,30.1742,30.3125,1890442,47263.7224,-1.2367,5.59,5.6182,15725288,68341.4184,-0.4941,16.11,16.1252,2620481,18657.6553,0,12.73,12.7542,2007257,20189.2781,0.8484,9.51,9.4835,209072,5363.3277
25/5/16,1.4529,5372.51,2.8292,18.9,18.9887,10027797,96801.2377,1.139,114.55,114.4822,834703,52407.3486,1.8778,45.03,45.1742,2762512,74765.5127,1.0701,78.39,78.6025,3577527,134449.998,1.3188,22.28,22.3194,3009323,28490.7431,-0.1668,30.1239,29.9147,3694240,47184.8932,1.7889,5.69,5.6898,23210501,69563.9841,1.2415,16.31,16.3715,4145155,18889.2835,0.9427,12.85,12.9044,3563728,20379.5933,-0.3155,9.48,9.4987,436240,5346.4556
26/5/16,0.2924,5388.089,2.6984,19.41,19.4418,10095440,98864.3075,1.1087,115.82,115.1658,855781,52988.3817,0.9993,45.48,45.5439,1902765,74269.6178,0.2551,78.59,78.4973,2442257,134793.0264,-1.2118,22.01,22.0694,2743919,28145.4783,-3.58,29.0455,29.2766,5328688,45495.6966,-0.5272,5.66,5.6415,22750667,69197.2144,0.2452,16.35,16.359,1636235,18935.6092,1.1673,13,12.9768,4105206,20617.4874,0.211,9.5,9.4475,438378,5357.8579
27/5/16,0.3308,5405.913,-0.2061,19.37,19.3693,12472138,98270.8979,-0.0777,115.73,116.381,3002154,52947.2061,-1.4292,44.83,44.7783,4866779,73897.1738,0.3945,78.9,78.9581,4315925,135324.7205,0.318,22.08,22.1275,3402387,28234.9914,1.9059,29.599,29.5783,4093240,46362.8175,0.1767,5.67,5.6748,23686595,69319.4709,0.2446,16.39,16.4524,4959484,18981.9348,-0.6154,12.92,13.0057,4392106,20490.6106,1.0526,9.6,9.6251,555777,5414.2957
30/5/16,0.0389,5408.017,-0.6711,19.24,19.2539,5461559,97853.3781,0.5876,116.41,116.4093,710586,53258.3104,-0.1338,44.77,44.7373,1564337,73871.7223,-0.9125,78.18,78.3275,1747369,134089.8181,1.404,22.39,22.3634,1540838,28631.4066,0.8016,29.8363,29.7836,2358186,46734.4408,0,5.67,5.6559,13999169,69319.4709,0.183,16.42,16.4246,1768803,19016.6791,-0.1548,12.9,12.9108,2315060,20458.8914,2.3958,9.83,9.7661,348805,5544.0216
31/5/16,-0.5382,5378.56,-0.8316,19.08,19.1326,10484888,96138.1099,-0.5584,115.76,115.8036,1524533,52960.9313,-0.1787,44.69,44.6922,1604077,72531.5909,-0.9593,77.43,77.6128,3681704,132803.4615,-1.2059,22.12,22.1451,3392231,28286.1417,-2.0964,29.2108,29.3555,3145468,45754.7067,-1.4109,5.59,5.6117,25608481,68341.4184,-0.8526,16.28,16.3116,3658872,18854.5393,-0.3876,12.85,12.8637,5415013,20379.5933,0.3052,9.86,9.8621,592210,5560.9413
1/6/16,-1.0207,5323.171,-3.0922,18.49,18.5099,9345993,93299.147,0.812,116.7,116.4846,943753,53390.9872,-2.0139,43.79,43.9219,2236397,69687.9846,-1.2011,76.5,76.5482,3007983,131208.3792,-1.4467,21.8,21.8564,2287371,27876.9389,-0.4922,29.067,29.0414,2239223,45529.4805,-1.2522,5.52,5.5288,20435434,67485.6225,-0.7985,16.15,16.1759,2752100,18703.981,-1.0117,12.72,12.7395,3426406,20173.4185,1.7241,10.03,10.0329,522908,5656.8196
2/6/16,-0.8319,5278.889,-1.3521,18.24,18.2971,7870296,92550.4499,-0.3256,116.32,116.3427,868931,53217.1348,-2.0324,42.9,43.0573,2362616,69418.8556,-1.2026,75.58,75.7957,2038099,129630.4484,-1.055,21.57,21.5927,1823946,27582.8244,-0.9152,28.801,28.885,1780136,45112.812,0.1812,5.53,5.5206,18543687,67607.8791,-0.9288,16,16.0769,3672852,18530.2598,-0.1572,12.7,12.7076,2225878,20141.6993,-1.3958,9.89,9.9717,393589,5577.861
3/6/16,0.7603,5318.888,1.5899,18.53,18.4786,6118220,94341.6739,0.6792,117.11,117.0593,649210,53578.5648,1.4918,43.54,43.2409,2524298,70025.4164,0.2249,75.75,75.7141,2302717,129922.0226,0.649,21.71,21.7482,1821085,27761.8507,0.9486,29.0742,29.004,1428319,45540.7418,1.085,5.59,5.5785,18766704,68341.4184,0.375,16.06,16.0478,1934110,18599.7482,1.1024,12.84,12.8326,2186707,20363.8858,0.6067,9.95,9.9916,618719,5616.2776
